timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1727366029943,667,Search,500,Internal Server Error,SmartStorage Users 1-11,text,false,,325,1915,20,20,https://ueolonfa4j.execute-api.eu-north-1.amazonaws.com/testing/smartstorage/Search,667,0,436
1727366030019,672,Search,500,Internal Server Error,SmartStorage Users 1-12,text,false,,325,1915,20,20,https://ueolonfa4j.execute-api.eu-north-1.amazonaws.com/testing/smartstorage/Search,672,0,421
1727366030098,679,Search,500,Internal Server Error,SmartStorage Users 1-13,text,false,,325,1915,20,20,https://ueolonfa4j.execute-api.eu-north-1.amazonaws.com/testing/smartstorage/Search,679,0,453
1727366030164,690,Search,500,Internal Server Error,SmartStorage Users 1-14,text,false,,325,1915,20,20,https://ueolonfa4j.execute-api.eu-north-1.amazonaws.com/testing/smartstorage/Search,690,0,450
1727366030236,686,Search,500,Internal Server Error,SmartStorage Users 1-15,text,false,,325,1915,20,20,https://ueolonfa4j.execute-api.eu-north-1.amazonaws.com/testing/smartstorage/Search,686,0,461
1727366030305,694,Search,500,Internal Server Error,SmartStorage Users 1-16,text,false,,325,1915,20,20,https://ueolonfa4j.execute-api.eu-north-1.amazonaws.com/testing/smartstorage/Search,694,0,474
1727366030388,691,Search,500,Internal Server Error,SmartStorage Users 1-17,text,false,,325,1915,20,20,https://ueolonfa4j.execute-api.eu-north-1.amazonaws.com/testing/smartstorage/Search,691,0,472
1727366030464,677,Search,500,Internal Server Error,SmartStorage Users 1-18,text,false,,325,1915,20,20,https://ueolonfa4j.execute-api.eu-north-1.amazonaws.com/testing/smartstorage/Search,677,0,461
1727366030537,677,Search,500,Internal Server Error,SmartStorage Users 1-19,text,false,,325,1915,20,20,https://ueolonfa4j.execute-api.eu-north-1.amazonaws.com/testing/smartstorage/Search,677,0,465
1727366030614,693,Search,500,Internal Server Error,SmartStorage Users 1-20,text,false,,325,1915,20,20,https://ueolonfa4j.execute-api.eu-north-1.amazonaws.com/testing/smartstorage/Search,693,0,466
1727366030685,672,Search,500,Internal Server Error,SmartStorage Users 1-21,text,false,,325,1915,20,20,https://ueolonfa4j.execute-api.eu-north-1.amazonaws.com/testing/smartstorage/Search,672,0,458
1727366030763,663,Search,500,Internal Server Error,SmartStorage Users 1-22,text,false,,325,1915,19,19,https://ueolonfa4j.execute-api.eu-north-1.amazonaws.com/testing/smartstorage/Search,663,0,445
